DepMap_ID,cell_line_name,CELL_LINE_NAME,alias,COSMIC_ID,sample_collection_site,Sanger_Model_ID
ACH-002167,NCC010,NCC010,,1509073,kidney,SIDM00231
ACH-002168,NCC021,NCC021,,1509074,kidney,SIDM00232
ACH-002169,NCI-H1304,NCIH1304,,753599,lung,SIDM00648
ACH-002170,NCI-H1688,NCIH1688,,1298349,liver,SIDM00792
ACH-002171,NCI-H250,NCIH250,,924241,central_nervous_system,SIDM00721
ACH-002172,NCI-H322M,NCIH322M,,905967,lung,
ACH-002173,NCI-H378,NCIH378,,688022,pleural_effusion,SIDM00915
ACH-002174,NCI-H720,NCIH720,,687600,lung,SIDM01120
ACH-002175,NCI-H740,NCIH740,,1331055,lymph_node,SIDM01118
ACH-002176,NCI-H748,NCIH748,,909194,lymph_node,SIDM01117
ACH-002177,NCI-H835,NCIH835,,753607,lung,SIDM01133
ACH-002178,NY,NY,,910849,bone,SIDM00569
ACH-002179,OCUB-M,OCUBM,,909256,pleural_effusion,SIDM00241
ACH-002180,OMC-1,OMC1,,949154,lymph_node,SIDM00240
ACH-002181,OVCA420,OVCA420,,1480364,ovary,SIDM00967
ACH-002182,OVCA433,OVCA433,,1480367,ovary,SIDM00966
ACH-002183,OVMIU,OVMIU,,1240200,ovary,SIDM00465
ACH-002184,PC-3_[JPC-3],PC3JPC3,,1240202,lung,SIDM00361
ACH-002185,PL18,PL18,,1240208,pancreas,SIDM00054
ACH-002186,PL4,PL4,,1298533,pancreas,SIDM00042
ACH-002187,RCC-AB,RCCAB,,1524418,kidney,SIDM00821
ACH-002188,RCC-ER,RCCER,,1524417,kidney,SIDM00820
ACH-002189,RCC-FG2,RCCFG2,,1524414,kidney,SIDM00819
ACH-002190,RCC-JF,RCCJF,,1524415,kidney,SIDM00818
ACH-002191,RCC-JW,RCCJW,,1524416,kidney,SIDM00817
ACH-002192,RCC-MF,RCCMF,,1524419,kidney,SIDM00816
ACH-002193,RERF-LC-FM,RERFLCFM,,930081,pleural_effusion,SIDM00357
ACH-002194,RH-1,RH1,,971773,bone_marrow,SIDM00427
ACH-002195,RXF393,RXF393,,905978,kidney,SIDM00086
ACH-002196,SBC-1,SBC1,,713885,lung,SIDM00365
ACH-002197,SBC-3,SBC3,,753610,bone_marrow,SIDM00367
ACH-002198,SCH,SCH,,909711,stomach,SIDM00383
ACH-002199,SN12C,SN12C,,905979,kidney,SIDM00094
ACH-002200,SW962,SW962,,909758,lymph_node,SIDM01178
ACH-002201,TC-YIK,TCYIK,,946357,cervix,SIDM00234
ACH-002202,TMK-1,TMK1,,1299069,lymph_node,SIDM00040
ACH-002204,U-CH2,UCH2,,1503373,bone,SIDM01185
ACH-002205,WM1552C,WM1552C,,1299078,skin,SIDM00976
ACH-002206,WM278,WM278,,1240226,skin,SIDM00975
ACH-002207,WM35,WM35,,1299080,skin,SIDM00974
ACH-002208,YMB-1-E,YMB1E,,1303911,ascites,SIDM01261
ACH-002209,ALL-PO,ALLPO,,910944,bone_marrow,SIDM00211
ACH-002210,ARH-77,ARH77,,906765,haematopoietic_and_lymphoid_tissue,SIDM00900
ACH-002211,BALL-1,BALL1,,910705,haematopoietic_and_lymphoid_tissue,SIDM00287
ACH-002212,BB30-HNC,BB30HNC,,753531,upper_aerodigestive_tract,SIDM00172
ACH-002213,BB49-HNC,BB49HNC,,753532,upper_aerodigestive_tract,SIDM00174
ACH-002214,BC-1,BC1,,910919,abdomen,SIDM00896
ACH-002215,BC-3,BC3,,910918,pleural_effusion,SIDM00895
ACH-002216,BE-13,BE13,,906763,haematopoietic_and_lymphoid_tissue,SIDM01245
ACH-002217,BE2-M17,BE2M17,,753616,bone_marrow,SIDM01229
ACH-002218,CESS,CESS,,910688,haematopoietic_and_lymphoid_tissue,SIDM00917
ACH-002219,COLO-320-HSR,COLO320HSR,,910569,large_intestine,SIDM00842
ACH-002220,CRO-AP2,CROAP2,,906807,pleural_effusion,SIDM00952
ACH-002221,CTB-1,CTB1,,949088,pericardial_effusion,SIDM00283
ACH-002222,CTV-1,CTV1,,753548,haematopoietic_and_lymphoid_tissue,SIDM00951
ACH-002223,D-245MG,D245MG,,946366,central_nervous_system,SIDM01021
ACH-002224,D-247MG,D247MG,,946367,central_nervous_system,SIDM00622
ACH-002225,D-263MG,D263MG,,946368,central_nervous_system,SIDM00732
ACH-002226,D-336MG,D336MG,,946369,central_nervous_system,SIDM00620
ACH-002227,D-392MG,D392MG,,946370,central_nervous_system,SIDM00542
ACH-002228,D-423MG,D423MG,,946372,central_nervous_system,SIDM00209
ACH-002229,D-502MG,D502MG,,946373,central_nervous_system,SIDM00208
ACH-002230,D-542MG,D542MG,,753549,central_nervous_system,SIDM00207
ACH-002231,D-566MG,D566MG,,946377,central_nervous_system,SIDM00206
ACH-002232,DG-75,DG75,,906838,pleural_effusion,SIDM00948
ACH-002233,DIFI,DIFI,,1789883,ascites,SIDM00049
ACH-002234,DOK,DOK,,910936,upper_aerodigestive_tract,SIDM00540
ACH-002235,DSH1,DSH1,,753552,urinary_tract,SIDM00970
ACH-002236,EB-3,EB3,,906847,haematopoietic_and_lymphoid_tissue,SIDM00793
ACH-002237,ETK-1,ETK1,,906861,biliary_tract,SIDM00276
ACH-002238,GR-ST,GRST,,906877,haematopoietic_and_lymphoid_tissue,SIDM01259
ACH-002239,H3118,H3118,,1240140,upper_aerodigestive_tract,SIDM00517
ACH-002240,H9,H9,,907043,haematopoietic_and_lymphoid_tissue,SIDM01251
ACH-002241,HAL-01,HAL01,,949153,haematopoietic_and_lymphoid_tissue,SIDM00289
ACH-002242,HC-1,HC1,,907044,haematopoietic_and_lymphoid_tissue,SIDM01073
ACH-002243,HCE-4,HCE4,,753559,oesophagus,SIDM00052
ACH-002244,HO-1-N-1,HO1N1,,924111,upper_aerodigestive_tract,SIDM00592
ACH-002245,Hs-445,HS445,,1322218,lymph_node,SIDM00668
ACH-002246,Hs-633T,HS633T,,1240149,soft_tissue,SIDM00667
ACH-002247,IM-9,IM9,,753563,haematopoietic_and_lymphoid_tissue,SIDM00632
ACH-002248,IMR-5,IMR5,,907170,abdomen,SIDM01206
ACH-002249,JHU-011,JHU011,,1240161,upper_aerodigestive_tract,SIDM00128
ACH-002250,JHU-022,JHU022,,1240162,upper_aerodigestive_tract,SIDM00127
ACH-002251,JHU-029,JHU029,,1298156,upper_aerodigestive_tract,SIDM00690
ACH-002252,JiyoyeP-2003,JIYOYEP2003,,907268,ascites,SIDM00808
ACH-002253,JSC-1,JSC1,,1327769,ascites,SIDM00688
ACH-002254,KARPAS-1106P,KARPAS1106P,,1327773,pleural_effusion,SIDM01011
ACH-002255,KARPAS-231,KARPAS231,,1327774,haematopoietic_and_lymphoid_tissue,SIDM01017
ACH-002256,KARPAS-45,KARPAS45,,907272,bone_marrow,SIDM01007
ACH-002257,KINGS-1,KINGS1,,907279,central_nervous_system,SIDM00612
ACH-002258,KMOE-2,KMOE2,,907280,haematopoietic_and_lymphoid_tissue,SIDM01019
ACH-002259,KNS-81-FD,KNS81FD,,924188,central_nervous_system,SIDM01210
ACH-002260,,,,753570,upper_aerodigestive_tract,SIDM00603
ACH-002261,KP-N-YS,KPNYS,,946363,central_nervous_system,SIDM00157
ACH-002262,KY821,KY821,,907300,central_nervous_system,SIDM00553
ACH-002263,KYSE-220,KYSE220,,1240167,oesophagus,SIDM00551
ACH-002264,KYSE-50,KYSE50,,1298222,oesophagus,SIDM00550
ACH-002265,LB771-HNC,LB771HNC,,753583,upper_aerodigestive_tract,SIDM00182
ACH-002266,LB831-BLC,LB831BLC,,753584,urinary_tract,SIDM00181
ACH-002267,LC4-1,LC41,,907787,haematopoietic_and_lymphoid_tissue,SIDM00549
ACH-002268,LN-405,LN405,,910694,central_nervous_system,SIDM00343
ACH-002269,LNZTA3WT4,LNZTA3WT4,,1240170,central_nervous_system,SIDM01220
ACH-002270,MC-CAR,MCCAR,,683665,haematopoietic_and_lymphoid_tissue,SIDM00636
ACH-002271,MFH-ino,MFHINO,,925343,soft_tissue,SIDM00299
ACH-002272,MHH-PREB-1,MHHPREB1,,908136,lymph_node,SIDM00388
ACH-002273,ML-2,ML2,,908141,haematopoietic_and_lymphoid_tissue,SIDM00441
ACH-002274,MLMA,MLMA,,908142,ascites,SIDM00561
ACH-002275,MN-60,MN60,,908143,haematopoietic_and_lymphoid_tissue,SIDM00438
ACH-002276,MY-M12,MYM12,,1330960,haematopoietic_and_lymphoid_tissue,SIDM01217
ACH-002277,NB(TU)1-10,NBTU110,,1240181,abdomen,SIDM00579
ACH-002278,NB10,NB10,,949171,central_nervous_system,SIDM00259
ACH-002279,NB12,NB12,,949172,central_nervous_system,SIDM00258
ACH-002280,NB13,NB13,,949177,central_nervous_system,SIDM00257
ACH-002281,NB14,NB14,,949178,central_nervous_system,SIDM00256
ACH-002282,NB17,NB17,,949175,central_nervous_system,SIDM00255
ACH-002283,NB5,NB5,,949176,central_nervous_system,SIDM00254
ACH-002284,NB6,NB6,,949173,central_nervous_system,SIDM00253
ACH-002285,NB7,NB7,,949174,central_nervous_system,SIDM00156
ACH-002286,NCI-H128,NCIH128,,753597,pleural_effusion,SIDM00650
ACH-002288,NEC8,NEC8,,910942,Testes,SIDM00243
ACH-002289,NK-92MI,NK92MI,,1330981,haematopoietic_and_lymphoid_tissue,SIDM01201
ACH-002290,NKM-1,NKM1,,908448,haematopoietic_and_lymphoid_tissue,SIDM00576
ACH-002291,NTERA-2 cl.D1,NTERA2CLD1,NT2/D1,908454,lung,SIDM01203
ACH-002292,OACp4C,OACP4C,,1503362,oesophagus,SIDM00445
ACH-002293,P32-ISH,P32ISH,,1330987,haematopoietic_and_lymphoid_tissue,SIDM00362
ACH-002294,PCI-15A,PCI15A,,1240204,upper_aerodigestive_tract,SIDM00270
ACH-002295,PCI-30,PCI30,,1298529,upper_aerodigestive_tract,SIDM00044
ACH-002296,PCI-38,PCI38,,1240205,upper_aerodigestive_tract,SIDM00155
ACH-002297,PCI-4B,PCI4B,,1298531,upper_aerodigestive_tract,SIDM00043
ACH-002298,PCI-6A,PCI6A,,1240206,upper_aerodigestive_tract,SIDM00115
ACH-002299,QIMR-WIL,QIMRWIL,,910545,haematopoietic_and_lymphoid_tissue,SIDM00467
ACH-002300,Ramos-2G6-4C10,RAMOS2G64C10,,910401,ascites,SIDM01247
ACH-002301,RF-48,RF48,,909697,haematopoietic_and_lymphoid_tissue,SIDM01092
ACH-002302,RPMI-8866,RPMI8866,,910544,haematopoietic_and_lymphoid_tissue,SIDM00482
ACH-002304,SK-MG-1,SKMG1,,909729,,SIDM00379
ACH-002305,SKN-3,SKN3,,1299059,upper_aerodigestive_tract,SIDM00375
ACH-002306,STS-0421,STS0421,,1299061,soft_tissue,SIDM00041
ACH-002307,SU-DHL-16,SUDHL16,,1331034,pleural_effusion,SIDM00404
ACH-002308,SUP-B8,SUPB8,,910209,haematopoietic_and_lymphoid_tissue,SIDM01177
ACH-002309,SW684,SW684,,909754,soft_tissue,SIDM01175
ACH-002310,SW872,SW872,,909756,soft_tissue,SIDM01159
ACH-002311,TE-12,TE12,,946356,oesophagus,SIDM00023
ACH-002312,TGBC24TKB,TGBC24TKB,,910695,ascites,SIDM00267
ACH-002313,TK,TK,,1331045,haematopoietic_and_lymphoid_tissue,SIDM00323
ACH-002314,TUR,TUR,,909773,pleural_effusion,SIDM01205
ACH-002316,WIL2-NS,WIL2NS,,1331049,spleen,SIDM01102
ACH-002317,YT,YT,,946358,pericardial_effusion,SIDM00410
ACH-002336,HCET,HCET,,,eye,SIDM00075
ACH-002337,JHU028,JHU028,,,lung,SIDM00902
ACH-002338,M980513,M980513,,,lymph_node,SIDM00177
ACH-002339,MOT,MOT,,,haematopoietic_and_lymphoid_tissue,SIDM00623
ACH-002340,NBSUSSR,NBSUSSR,,,autonomic_ganglia,SIDM00002
ACH-002345,CaR-1,CAR1,,,large_intestine,SIDM00488
ACH-002363,NCIBL1395,NCIBL1395,,,haematopoietic_and_lymphoid_tissue,SIDM00643
ACH-002365,NCIBL1770,NCIBL1770,,,matched_normal_tissue,SIDM00752
ACH-002366,NCIBL2009,NCIBL2009,,,matched_normal_tissue,SIDM00736
ACH-002367,NCIBL2052,NCIBL2052,,,matched_normal_tissue,SIDM00712
ACH-002368,NCIBL2087,NCIBL2087,,,matched_normal_tissue,SIDM00707
ACH-002369,NCIBL209,NCIBL209,,,matched_normal_tissue,SIDM00705
ACH-002370,NCIBL2122,NCIBL2122,,,matched_normal_tissue,SIDM00701
ACH-002371,NCIBL2126,NCIBL2126,,,pleural_effusion,SIDM00790
ACH-002372,NCIBL2171,NCIBL2171,,,matched_normal_tissue,SIDM00717
ACH-002373,HCC1187BL,HCC1187BL,,,matched_normal_tissue,SIDM00869
ACH-002374,HCC1599BL,HCC1599BL,,,matched_normal_tissue,SIDM00876
ACH-002375,HCC1937BL,HCC1937BL,,,matched_normal_tissue,SIDM00873
ACH-002377,HCC38BL,HCC38BL,,,matched_normal_tissue,SIDM00674
ACH-002378,HCC1143BL,HCC1143BL,,,matched_normal_tissue,SIDM00868
ACH-002380,COLO829BL,COLO829BL,,,matched_normal_tissue,SIDM00908
ACH-002381,HCC2157BL,HCC2157BL,,,matched_normal_tissue,SIDM00773
ACH-002382,HCC1395BL,HCC1395BL,,,matched_normal_tissue,SIDM00883
ACH-002383,HCC2218BL,HCC2218BL,,,matched_normal_tissue,SIDM00696
ACH-002384,HCC1954BL,HCC1954BL,,,matched_normal_tissue,SIDM00871
ACH-002386,M00921,M00921,,,skin,SIDM00178
ACH-002387,M1203273,M1203273,,,skin,SIDM00013
ACH-002388,MET2B,MET2B,,,skin,SIDM00221
ACH-002389,ACN,ACN,,,bone_marrow,SIDM00057
ACH-002390,MC-1010,MC1010,,,haematopoietic_and_lymphoid_tissue,SIDM00009
ACH-002391,UD-SCC-2,UDSCC2,,,upper_aerodigestive_tract,SIDM00025
ACH-002393,CRO-AP3,CROAP3,,,ascites,SIDM00070
ACH-002394,GEO,GEO,,,large_intestine,SIDM00068
ACH-002395,HuH-6 Clone 5,HUH6CLONE5,,,liver,SIDM01257
ACH-002396,Sarc9371,SARC9371,,,bone,SIDM00033
ACH-002397,KMH-2,KMHDASH2,,2054094,pleural_effusion,SIDM00619
